Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
40141,572,2 - Regular,Systems,Request,2 - Normal,3 - High,
30179,1969,3 - Senior,Systems,,2 - Normal,2 - Medium,
1503,1020,,Software,Request,2 - Normal,1 - Low,6.0
35,1618,4 - Management,Access/Login,Issue,3 - Major,0 - Unassigned,0.0
16408,1351,2 - Regular,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
3679,1214,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
46480,1184,1 - Junior,Systems,Request,2 - Normal,1 - Low,7.0
21741,1064,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4.0
41459,1128,2 - Regular,Access/Login,Request,,1 - Low,2.0
3509,1548,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0.0
17241,410,2 - Regular,Systems,Issue,2 - Normal,3 - High,3.0
30996,1916,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
32379,1136,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,17.0
26862,1116,4 - Management,System,Issue,2 - Normal,,0.0
1434,1008,1 - Junior,,Request,2 - Normal,0 - Unassigned,7.0
44729,1847,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,6.0
13233,881,2 - Regular,,Request,2 - Normal,2 - Medium,16.0
14680,312,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7.0
42600,665,3 - Senior,Access/Login,Issue,3 - Major,0 - Unassigned,0.0
48552,1802,2 - Regular,Access/Login,Issue,Unknown,1 - Low,0.0
16328,843,2 - Regular,Systems,Request,2 - Normal,3 - High,13.0
16992,1037,1 - Junior,Systems,Request,,2 - Medium,13.0
24966,658,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,42.0
11068,275,,,Request,2 - Normal,,14.0
10652,1906,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,
37374,1253,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6.0
1477,801,4 - Management,,Request,2 - Normal,3 - High,10.0
9777,396,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
1095,510,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,2.0
23962,708,3 - Senior,,Request,2 - Normal,0 - Unassigned,5.0
14798,282,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,13.0
13632,649,2 - Regular,Software,Request,2 - Normal,1 - Low,9.0
46758,100,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
7904,541,1 - Junior,Hardware,,2 - Normal,1 - Low,13.0
43990,93,,Access/Login,Request,2 - Normal,0 - Unassigned,
43993,179,2 - Regular,Software,Request,2 - Normal,2 - Medium,14.0
36522,879,2 - Regular,Systems,Issue,,0 - Unassigned,8.0
1198,1082,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
44570,314,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
39529,887,,Systems,Request,2 - Normal,3 - High,17.0
36774,601,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
1993,603,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0.0
23668,331,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
38410,640,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,3.0
1125,509,1 - Junior,Software,Request,2 - Normal,1 - Low,10.0
9902,612,3 - Senior,Software,Issue,2 - Normal,3 - High,2.0
11514,97,2 - Regular,Software,Request,1 - Minor,0 - Unassigned,9.0
43377,341,3 - Senior,Software,Request,3 - Major,3 - High,3.0
20977,594,2 - Regular,Software,Request,2 - Normal,3 - High,2.0
37749,8,2 - Regular,,Request,1 - Minor,3 - High,12.0
10733,156,2 - Regular,Software,Request,Unknown,3 - High,2.0
3296,679,2 - Regular,Software,Request,2 - Normal,2 - Medium,11.0
11991,591,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,17.0
24900,420,3 - Senior,Systems,Request,2 - Normal,1 - Low,20.0
11390,1276,1 - Junior,Systems,Request,2 - Normal,1 - Low,6.0
9500,558,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7.0
32210,903,3 - Senior,Access/Login,Req,2 - Normal,2 - Medium,0.0
16957,1014,1 - Junior,Software,Request,,3 - High,3.0
49617,1304,2 - Regular,Access/Login,Req,3 - Major,0 - Unassigned,0.0
39720,1093,2 - Regular,Access/Login,Issue,4 - Critical,0 - Unassigned,0.0
3135,994,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
19494,1678,4 - Management,,Issue,,3 - High,0.0
7631,452,2 - Regular,Systems,Request,2 - Normal,1 - Low,6.0
14699,675,,Systems,Issue,2 - Normal,1 - Low,2.0
38520,1317,4 - Management,Access/Login,Issue,,High Priority,0.0
26171,642,2 - Regular,Access/Login,Request,Unknown,2 - Medium,1.0
6908,1935,2 - Regular,,Request,2 - Normal,0 - Unassigned,20.0
36266,1463,3 - Senior,Hardware,Request,2 - Normal,3 - High,12.0
23438,1704,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
555,76,3 - Senior,Access/Login,Request,,3 - High,0.0
18910,1179,4 - Management,Software,Request,2 - Normal,High Priority,9.0
30742,487,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,9.0
3912,1574,1 - Junior,Software,,2 - Normal,2 - Medium,3.0
12929,290,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
44877,1305,2 - Regular,,Request,3 - Major,3 - High,4.0
34754,1683,2 - Regular,Access/Login,Request,2 - Normal,,0.0
7278,1031,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
8412,167,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6.0
39169,669,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
24468,673,4 - Management,Access/Login,Request,3 - Major,3 - High,0.0
41037,1628,4 - Management,Systems,Request,,3 - High,20.0
43582,1317,4 - Management,,Issue,2 - Normal,3 - High,2.0
43999,943,3 - Senior,Systems,Issue,2 - Normal,3 - High,1.0
44059,813,2 - Regular,Systems,Request,2 - Normal,3 - High,24.0
23293,1952,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,16.0
33532,947,3 - Senior,Hardware,Request,,2 - Medium,11.0
19873,977,2 - Regular,Software,Request,2 - Normal,3 - High,12.0
46746,296,4 - Management,Access/Login,Request,2 - Normal,3 - High,
49472,1716,2 - Regular,Access/Login,,2 - Normal,3 - High,0.0
36837,416,3 - Senior,Software,Request,2 - Normal,3 - High,3.0
16308,591,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17.0
6049,486,4 - Management,Software,Request,2 - Normal,3 - High,10.0
33266,465,4 - Management,,Request,2 - Normal,3 - High,10.0
40490,1215,,Software,Request,2 - Normal,3 - High,3.0
1578,1855,4 - Management,Software,Issue,2 - Normal,High Priority,1.0
4362,269,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6.0
742,354,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
38761,1716,2 - Regular,Access/Login,Request,2 - Normal,,0.0
444,946,1 - Junior,Software,Request,2 - Normal,2 - Medium,8.0
21768,809,4 - Management,Software,Request,2 - Normal,,7.0
30449,1391,4 - Management,Systems,Request,,0 - Unassigned,6.0
9844,1988,1 - Junior,Systems,Request,,High Priority,21.0
28961,350,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
47878,1985,2 - Regular,Systems,Request,,0 - Unassigned,8.0
6509,380,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,10.0
24980,983,,Software,Request,2 - Normal,2 - Medium,
4192,576,3 - Senior,Access/Login,Request,3 - Major,2 - Medium,0.0
15135,1528,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3.0
6550,387,2 - Regular,Systems,Issue,2 - Normal,1 - Low,11.0
4513,1061,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
41826,1454,3 - Senior,Software,Issue,Unknown,3 - High,5.0
11112,1030,,Software,Request,2 - Normal,3 - High,3.0
49765,139,2 - Regular,Systems,Request,Unknown,3 - High,6.0
38429,1417,3 - Senior,Software,,2 - Normal,0 - Unassigned,1.0
39175,269,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
24647,1915,3 - Senior,Access/Login,Req,,0 - Unassigned,0.0
38360,766,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
43249,1480,2 - Regular,Software,Request,2 - Normal,1 - Low,3.0
13416,1942,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
47971,1850,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,22.0
2233,235,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
27362,1283,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4.0
44692,1308,3 - Senior,Access/Login,Request,2 - Normal,3 - High,2.0
23362,342,4 - Management,Software,Request,2 - Normal,0 - Unassigned,8.0
918,200,3 - Senior,Systems,Issue,2 - Normal,3 - High,6.0
26394,517,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
37162,1547,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
1980,1033,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
27059,223,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
18109,829,1 - Junior,Systems,Issue,2 - Normal,1 - Low,3.0
18645,22,2 - Regular,,Request,2 - Normal,2 - Medium,
19558,46,,Systems,Req,2 - Normal,3 - High,5.0
13207,885,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1.0
36090,1094,,Systems,,2 - Normal,,20.0
42741,807,4 - Management,System,Request,2 - Normal,0 - Unassigned,17.0
13034,1446,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
25144,872,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
23774,1871,4 - Management,Access/Login,Request,2 - Normal,3 - High,1.0
35899,1495,2 - Regular,Systems,Request,2 - Normal,1 - Low,17.0
22631,858,4 - Management,Systems,,2 - Normal,3 - High,6.0
29126,1020,,Access/Login,Request,2 - Normal,1 - Low,0.0
7439,9,,Systems,Request,2 - Normal,3 - High,10.0
17178,1804,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
25902,371,2 - Regular,Access/Login,,2 - Normal,3 - High,1.0
9096,848,4 - Management,Software,Issue,2 - Normal,3 - High,3.0
35758,1528,4 - Management,Access/Login,Request,,0 - Unassigned,
14870,382,3 - Senior,Software,Req,2 - Normal,3 - High,3.0
22495,1805,4 - Management,Access/Login,,2 - Normal,0 - Unassigned,0.0
45917,979,3 - Senior,System,Request,2 - Normal,0 - Unassigned,0.0
31951,708,3 - Senior,Systems,Issue,2 - Normal,3 - High,4.0
22668,1552,,Systems,,2 - Normal,1 - Low,2.0
14154,336,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
38096,740,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,2.0
26927,1655,3 - Senior,Systems,Request,1 - Minor,0 - Unassigned,11.0
23997,1343,2 - Regular,Systems,Request,2 - Normal,2 - Medium,
12035,1540,1 - Junior,Access/Login,Request,,1 - Low,0.0
15939,1178,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,
47889,475,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1.0
19701,1327,2 - Regular,Software,Request,2 - Normal,3 - High,9.0
11374,1731,2 - Regular,,Request,2 - Normal,,15.0
26351,950,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
8332,1136,,Access/Login,Request,3 - Major,1 - Low,
30046,1352,1 - Junior,Systems,Request,2 - Normal,1 - Low,18.0
5071,262,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5.0
36550,492,3 - Senior,Systems,Request,2 - Normal,3 - High,8.0
252,1025,3 - Senior,Systems,Request,2 - Normal,3 - High,21.0
28447,1938,,Systems,Request,2 - Normal,0 - Unassigned,12.0
19470,1709,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1.0
1914,1845,3 - Senior,Software,Request,2 - Normal,3 - High,8.0
7195,1387,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
10645,1790,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,13.0
38231,499,,Systems,Request,3 - Major,3 - High,8.0
7092,1522,2 - Regular,Software,Request,2 - Normal,3 - High,8.0
46992,1621,3 - Senior,Systems,Req,,,13.0
5591,852,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,6.0
32340,754,,Systems,Request,2 - Normal,1 - Low,18.0
28796,120,1 - Junior,Software,Issue,,0 - Unassigned,1.0
6106,956,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
22354,70,1 - Junior,Access/Login,Issue,2 - Normal,,0.0
23715,221,3 - Senior,Systems,,1 - Minor,3 - High,7.0
4784,1706,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6.0
13756,1622,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4.0
18055,407,3 - Senior,Hardware,Request,Unknown,3 - High,11.0
2974,866,2 - Regular,System,Request,2 - Normal,1 - Low,0.0
23899,620,2 - Regular,,Issue,2 - Normal,2 - Medium,0.0
25566,146,,Systems,Issue,2 - Normal,3 - High,1.0
36080,642,2 - Regular,,Issue,2 - Normal,0 - Unassigned,176.0
5919,895,3 - Senior,Systems,Request,3 - Major,3 - High,5.0
24019,1539,1 - Junior,System,,2 - Normal,0 - Unassigned,0.0
3594,97,2 - Regular,Systems,Request,2 - Normal,,9.0
21230,1665,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6.0
20350,556,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,10.0
19983,834,1 - Junior,,Request,2 - Normal,,0.0
1091,1572,2 - Regular,Systems,Req,2 - Normal,2 - Medium,7.0
8220,551,4 - Management,Hardware,Request,2 - Normal,3 - High,13.0
22712,1866,3 - Senior,Hardware,Request,2 - Normal,3 - High,27.0
30343,1841,2 - Regular,Access/Login,Issue,,0 - Unassigned,0.0
32892,502,2 - Regular,Hardware,Request,3 - Major,1 - Low,22.0
49552,1997,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2.0
12026,335,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
17376,121,,Systems,Request,2 - Normal,2 - Medium,14.0
49902,1649,2 - Regular,,Issue,2 - Normal,1 - Low,19.0
12079,927,3 - Senior,System,Request,2 - Normal,0 - Unassigned,1.0
1036,1768,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4.0
8374,859,3 - Senior,Software,Request,3 - Major,0 - Unassigned,5.0
33390,1771,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4.0
30974,589,,Hardware,Issue,2 - Normal,High Priority,5.0
11759,753,2 - Regular,Access/Login,Request,2 - Normal,,0.0
22520,9,4 - Management,,,2 - Normal,High Priority,33.0
30496,1549,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,177.0
46011,56,1 - Junior,Systems,Request,2 - Normal,1 - Low,29.0
13109,800,2 - Regular,,Request,2 - Normal,0 - Unassigned,0.0
9689,1845,3 - Senior,Systems,,2 - Normal,0 - Unassigned,23.0
20108,1105,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,12.0
43299,1977,1 - Junior,Access/Login,Request,1 - Minor,1 - Low,0.0
24346,360,1 - Junior,Software,Issue,1 - Minor,1 - Low,5.0
7402,588,,Systems,Issue,2 - Normal,0 - Unassigned,4.0
39337,1857,2 - Regular,System,Request,3 - Major,3 - High,
594,437,1 - Junior,Software,Request,,0 - Unassigned,15.0
43187,945,1 - Junior,Systems,Issue,2 - Normal,,8.0
22949,1143,2 - Regular,Systems,Request,2 - Normal,1 - Low,14.0
39494,526,4 - Management,Access/Login,Request,,3 - High,0.0
14754,861,4 - Management,Systems,Request,2 - Normal,,5.0
32008,441,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6.0
17479,1260,3 - Senior,,Request,2 - Normal,3 - High,7.0
589,109,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,
16821,672,3 - Senior,Systems,Request,2 - Normal,,6.0
20746,254,1 - Junior,Hardware,Request,2 - Normal,3 - High,
47004,1406,3 - Senior,Systems,Req,3 - Major,3 - High,-1.0
4920,1861,1 - Junior,,Issue,2 - Normal,2 - Medium,13.0
42179,1263,3 - Senior,,Issue,2 - Normal,,10.0
18621,739,4 - Management,,Request,2 - Normal,3 - High,6.0
6759,395,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
36843,1469,1 - Junior,Systems,Request,2 - Normal,1 - Low,15.0
39716,175,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0.0
28774,153,2 - Regular,Software,Issue,2 - Normal,1 - Low,1.0
1352,1078,1 - Junior,Systems,Request,2 - Normal,3 - High,16.0
6242,214,3 - Senior,Systems,Request,2 - Normal,3 - High,7.0
24202,274,2 - Regular,Systems,Issue,,0 - Unassigned,6.0
599,1903,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,32.0
48279,1277,3 - Senior,Systems,Request,Unknown,0 - Unassigned,7.0
31000,1278,4 - Management,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
23695,491,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0.0
14497,1520,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
48926,923,4 - Management,Systems,Request,2 - Normal,3 - High,19.0
6345,1469,1 - Junior,Systems,Request,2 - Normal,1 - Low,8.0
24041,1192,3 - Senior,Systems,Req,2 - Normal,3 - High,6.0
9758,82,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13.0
38376,267,2 - Regular,Systems,Issue,,0 - Unassigned,8.0
15120,1304,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
15355,1229,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,5.0
10468,883,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
27344,1148,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
40878,762,,Systems,Request,2 - Normal,2 - Medium,16.0
48599,1580,,Systems,Request,3 - Major,0 - Unassigned,8.0
14260,1900,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,0.0
22737,1943,1 - Junior,Systems,Request,2 - Normal,1 - Low,13.0
26305,58,1 - Junior,Systems,Request,2 - Normal,3 - High,6.0
10566,637,1 - Junior,Software,Request,Unknown,1 - Low,18.0
38835,1994,1 - Junior,Software,Request,2 - Normal,1 - Low,170.0
9536,6,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
29761,475,2 - Regular,Systems,Request,2 - Normal,3 - High,7.0
30326,1588,2 - Regular,,Request,2 - Normal,0 - Unassigned,14.0
45305,452,,Systems,Request,2 - Normal,1 - Low,17.0
7701,1407,4 - Management,Systems,,2 - Normal,3 - High,9.0
15269,1821,1 - Junior,Software,Issue,2 - Normal,,1.0
7496,608,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,294.0
37683,642,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
6909,1056,2 - Regular,Systems,Request,Unknown,1 - Low,21.0
15647,1109,3 - Senior,Systems,Request,2 - Normal,2 - Medium,10.0
2094,1244,4 - Management,Software,,2 - Normal,3 - High,3.0
33117,1949,1 - Junior,Systems,Request,3 - Major,,11.0
35450,1952,1 - Junior,System,Request,2 - Normal,1 - Low,1.0
18792,494,2 - Regular,,Request,3 - Major,0 - Unassigned,
38407,303,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2.0
35488,1095,2 - Regular,,Request,2 - Normal,2 - Medium,0.0
45373,928,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
43297,1769,2 - Regular,Access/Login,Issue,2 - Normal,,0.0
49234,1040,2 - Regular,Systems,Request,2 - Normal,1 - Low,13.0
25122,942,2 - Regular,,Request,,1 - Low,14.0
19315,1174,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,
24021,53,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7.0
33414,57,2 - Regular,Systems,,2 - Normal,,6.0
19729,1031,2 - Regular,Software,Request,2 - Normal,,3.0
22932,1394,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2.0
33081,1074,2 - Regular,Systems,Req,2 - Normal,2 - Medium,5.0
13343,755,3 - Senior,Systems,Request,2 - Normal,3 - High,9.0
5876,1441,3 - Senior,Systems,Issue,2 - Normal,3 - High,11.0
34324,499,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1.0
43105,1494,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
46453,1689,2 - Regular,Hardware,Request,2 - Normal,3 - High,10.0
34519,1839,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,
20510,676,2 - Regular,Software,,1 - Minor,2 - Medium,8.0
25339,998,,Hardware,Request,2 - Normal,1 - Low,11.0
33488,900,4 - Management,,Request,3 - Major,3 - High,0.0
49046,1476,1 - Junior,System,Request,2 - Normal,1 - Low,8.0
35667,1947,3 - Senior,Software,Request,2 - Normal,2 - Medium,11.0
38085,393,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
12729,1213,1 - Junior,Systems,Request,2 - Normal,3 - High,7.0
16139,665,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
12772,1902,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
23707,885,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
45889,1752,3 - Senior,Systems,Request,2 - Normal,3 - High,
28079,1145,1 - Junior,Systems,Issue,3 - Major,1 - Low,7.0
27528,1778,2 - Regular,Software,Request,2 - Normal,3 - High,7.0
47860,638,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,18.0
20704,554,2 - Regular,Systems,Request,2 - Normal,3 - High,9.0
10292,57,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
13515,81,1 - Junior,Software,Request,2 - Normal,,5.0
9,887,2 - Regular,Software,Request,2 - Normal,2 - Medium,6.0
40863,1364,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6.0
5921,1291,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0.0
44514,243,2 - Regular,System,Request,2 - Normal,0 - Unassigned,
9998,75,2 - Regular,Software,Request,2 - Normal,2 - Medium,15.0
31842,1178,1 - Junior,Systems,Request,2 - Normal,2 - Medium,-1.0
49448,1896,4 - Management,Access/Login,,,3 - High,2.0
46927,1601,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,1.0
5857,608,2 - Regular,Software,Issue,2 - Normal,2 - Medium,10.0
1062,1421,4 - Management,Software,Request,2 - Normal,High Priority,12.0
1290,1556,4 - Management,Systems,Request,1 - Minor,,5.0
7790,335,4 - Management,Hardware,Request,,0 - Unassigned,27.0
42853,1011,2 - Regular,Software,,3 - Major,1 - Low,
44847,277,2 - Regular,Hardware,Request,2 - Normal,1 - Low,10.0
32028,28,3 - Senior,Systems,Request,2 - Normal,3 - High,6.0
